vert_g,front_g,left_g,force
0.086227199859004,0.292324902567636,-0.318585790474541,0.78085953125
0.086227199859004,-0.198934863057364,-0.318585790474541,0.78085953125
0.086227199859004,-0.198934863057364,-0.318585790474541,0.78085953125
0.571627590484003,-0.198934863057364,-0.799542821724542,0.756457670898437
0.571627590484003,-0.690194628682364,-0.799542821724542,0.78085953125
0.571627590484003,-0.198934863057364,-0.318585790474541,0.78085953125
0.571627590484003,-0.198934863057364,-0.318585790474541,0.78085953125
0.571627590484003,-0.198934863057364,-0.318585790474541,0.756457670898437
0.086227199859004,-0.198934863057364,-0.318585790474541,0.756457670898437
0.571627590484003,-0.198934863057364,-0.318585790474541,0.78085953125
0.086227199859004,-0.198934863057364,-0.318585790474541,0.78085953125
0.086227199859004,-0.198934863057364,-0.318585790474541,0.78085953125
0.086227199859004,0.292324902567636,-0.318585790474541,0.78085953125
-0.399173190765996,-0.198934863057364,-0.318585790474541,0.78085953125
0.086227199859004,-0.198934863057364,-0.318585790474541,0.78085953125
-0.399173190765996,0.292324902567636,0.162371240775459,0.78085953125
-0.399173190765996,-0.198934863057364,-0.318585790474541,0.78085953125
0.086227199859004,-0.198934863057364,-0.318585790474541,0.78085953125
0.086227199859004,-0.198934863057364,-0.318585790474541,0.78085953125
-0.399173190765996,0.292324902567636,-0.318585790474541,0.78085953125
0.086227199859004,-0.198934863057364,-0.318585790474541,0.78085953125
-0.399173190765996,-0.198934863057364,-0.318585790474541,0.78085953125
-0.399173190765996,-0.198934863057364,-0.318585790474541,0.78085953125
0.086227199859004,-0.198934863057364,-0.318585790474541,0.78085953125
0.086227199859004,-0.198934863057364,-0.318585790474541,0.78085953125
0.086227199859004,-0.690194628682364,-0.318585790474541,0.78085953125
0.086227199859004,-0.198934863057364,-0.799542821724542,0.756457670898437
-0.399173190765996,-0.198934863057364,-0.318585790474541,0.756457670898437
0.086227199859004,-0.198934863057364,-0.318585790474541,0.78085953125
0.086227199859004,-0.198934863057364,-0.318585790474541,0.756457670898437
0.086227199859004,-0.198934863057364,-0.318585790474541,0.756457670898437
