lat_force,long_force,norm_force
-48.828125,515.13671875,554.19921875
-46.38671875,520.01953125,563.96484375
-48.828125,527.34375,583.49609375
-51.26953125,537.109375,603.02734375
-46.38671875,546.875,612.79296875
-36.62109375,556.640625,615.234375
-19.53125,563.96484375,617.67578125
-7.32421875,568.84765625,620.1171875
-2.44140625,568.84765625,632.32421875
-4.8828125,573.73046875,661.62109375
-9.765625,588.37890625,688.4765625
-19.53125,612.79296875,703.125
-24.4140625,629.8828125,710.44921875
-19.53125,637.20703125,717.7734375
-12.20703125,627.44140625,725.09765625
-2.44140625,620.1171875,742.1875
4.8828125,625,771.484375
7.32421875,646.97265625,803.22265625
2.44140625,683.59375,827.63671875
-4.8828125,717.7734375,844.7265625
-7.32421875,744.62890625,859.375
-7.32421875,759.27734375,883.7890625
-2.44140625,766.6015625,915.52734375
4.8828125,761.71875,947.265625
7.32421875,761.71875,964.35546875
7.32421875,771.484375,971.6796875
4.8828125,798.33984375,974.12109375
2.44140625,830.078125,971.6796875
0,854.4921875,983.88671875
-2.44140625,861.81640625,1013.18359375
0,854.4921875,1049.8046875
2.44140625,844.7265625,1081.54296875
2.44140625,837.40234375,1096.19140625
4.8828125,844.7265625,1093.75
9.765625,869.140625,1093.75
14.6484375,898.4375,1105.95703125
19.53125,925.29296875,1140.13671875
24.4140625,947.265625,1191.40625
26.85546875,959.47265625,1247.55859375
26.85546875,976.5625,1298.828125
19.53125,996.09375,1335.44921875
14.6484375,1025.390625,1362.3046875
12.20703125,1054.6875,1384.27734375
14.6484375,1081.54296875,1406.25
14.6484375,1103.515625,1430.6640625
14.6484375,1118.1640625,1455.078125
9.765625,1130.37109375,1479.4921875
7.32421875,1145.01953125,1506.34765625
7.32421875,1166.9921875,1535.64453125
2.44140625,1208.49609375,1572.265625
0,1254.8828125,1608.88671875
-4.8828125,1301.26953125,1638.18359375
-9.765625,1333.0078125,1650.390625
-14.6484375,1350.09765625,1660.15625
-17.08984375,1359.86328125,1669.921875
-21.97265625,1367.1875,1696.77734375
-26.85546875,1384.27734375,1738.28125
-34.1796875,1403.80859375,1787.109375
-43.9453125,1433.10546875,1831.0546875
-46.38671875,1469.7265625,1860.3515625
-48.828125,1506.34765625,1879.8828125
-46.38671875,1538.0859375,1894.53125
-43.9453125,1560.05859375,1914.0625
-43.9453125,1572.265625,1938.4765625
-46.38671875,1582.03125,1960.44921875
-51.26953125,1596.6796875,1982.421875
-61.03515625,1616.2109375,2001.953125
-68.359375,1640.625,2021.484375
-68.359375,1667.48046875,2041.015625
-68.359375,1699.21875,2070.3125
-68.359375,1738.28125,2097.16796875
-73.2421875,1774.90234375,2116.69921875
-83.0078125,1809.08203125,2126.46484375
-90.33203125,1835.9375,2043.45703125
-90.33203125,1855.46875,2048.33984375
-87.890625,1870.1171875,1967.7734375
-85.44921875,1884.765625,1918.9453125
-87.890625,1865.234375,1926.26953125
-95.21484375,1906.73828125,1818.84765625
-102.5390625,1809.08203125,1813.96484375
-107.421875,1840.8203125,1767.578125
-107.421875,1767.578125,1821.2890625
-102.5390625,1787.109375,1782.2265625
-100.09765625,1821.2890625,1745.60546875
-100.09765625,1735.83984375,1801.7578125
-107.421875,1804.19921875,1752.9296875
-109.86328125,1806.640625,1804.19921875
-109.86328125,1821.2890625,1791.9921875
-104.98046875,1801.7578125,1831.0546875
-100.09765625,1826.171875,1899.4140625
-95.21484375,1904.296875,1865.234375
-95.21484375,1911.62109375,1936.03515625
-97.65625,1982.421875,1965.33203125
-104.98046875,1955.56640625,1997.0703125
-104.98046875,2043.45703125,2033.69140625
-97.65625,2023.92578125,2019.04296875
-87.890625,2026.3671875,2094.7265625
-80.56640625,2114.2578125,2011.71875
-83.0078125,2062.98828125,2111.81640625
-87.890625,2145.99609375,2148.4375
-92.7734375,2143.5546875,2148.4375
-92.7734375,2114.2578125,2250.9765625
-83.0078125,2170.41015625,2155.76171875
-68.359375,2148.4375,2382.8125
-53.7109375,2124.0234375,2338.8671875
-39.0625,2087.40234375,2392.578125
-29.296875,2048.33984375,2409.66796875
-17.08984375,2009.27734375,2402.34375
0,1977.5390625,2399.90234375
12.20703125,1945.80078125,2395.01953125
24.4140625,1918.9453125,2392.578125
34.1796875,1879.8828125,2387.6953125
39.0625,1833.49609375,2380.37109375
41.50390625,1779.78515625,2375.48828125
51.26953125,1723.6328125,2365.72265625
58.59375,1677.24609375,2358.3984375
68.359375,1638.18359375,2353.515625
73.2421875,1608.88671875,2353.515625
73.2421875,1584.47265625,2351.07421875
70.80078125,1557.6171875,2351.07421875
68.359375,1528.3203125,2353.515625
70.80078125,1501.46484375,2358.3984375
78.125,1477.05078125,2363.28125
90.33203125,1452.63671875,2363.28125
100.09765625,1435.546875,2360.83984375
104.98046875,1416.015625,2353.515625
109.86328125,1396.484375,2346.19140625
114.74609375,1376.953125,2338.8671875
129.39453125,1354.98046875,2338.8671875
144.04296875,1337.890625,2341.30859375
158.69140625,1323.2421875,2341.30859375
170.8984375,1308.59375,2341.30859375
178.22265625,1293.9453125,2336.42578125
185.546875,1279.296875,2336.42578125
195.3125,1259.765625,2336.42578125
209.9609375,1232.91015625,2336.42578125
224.609375,1203.61328125,2338.8671875
236.81640625,1179.19921875,2341.30859375
241.69921875,1157.2265625,2343.75
239.2578125,1137.6953125,2346.19140625
239.2578125,1123.046875,2351.07421875
246.58203125,1103.515625,2360.83984375
258.7890625,1086.42578125,2370.60546875
273.4375,1066.89453125,2380.37109375
288.0859375,1049.8046875,2387.6953125
290.52734375,1035.15625,2392.578125
290.52734375,1022.94921875,2397.4609375
285.64453125,1015.625,2402.34375
285.64453125,1008.30078125,2409.66796875
292.96875,1003.41796875,2414.55078125
302.734375,998.53515625,2419.43359375
312.5,996.09375,2424.31640625
317.3828125,998.53515625,2434.08203125
319.82421875,1000.9765625,2443.84765625
319.82421875,1008.30078125,2456.0546875
322.265625,1015.625,2463.37890625
327.1484375,1025.390625,2465.8203125
329.58984375,1035.15625,2465.8203125
334.47265625,1044.921875,2463.37890625
339.35546875,1059.5703125,2463.37890625
346.6796875,1076.66015625,2465.8203125
351.5625,1098.6328125,2470.703125
358.88671875,1120.60546875,2473.14453125
361.328125,1140.13671875,2475.5859375
358.88671875,1157.2265625,2468.26171875
354.00390625,1169.43359375,2458.49609375
346.6796875,1179.19921875,2451.171875
339.35546875,1186.5234375,2441.40625
336.9140625,1198.73046875,2431.640625
334.47265625,1213.37890625,2421.875
334.47265625,1230.46875,2414.55078125
332.03125,1242.67578125,2404.78515625
324.70703125,1250,2397.4609375
317.3828125,1254.8828125,2387.6953125
310.05859375,1252.44140625,2373.046875
307.6171875,1252.44140625,2355.95703125
302.734375,1252.44140625,2333.984375
295.41015625,1259.765625,2309.5703125
285.64453125,1269.53125,2287.59765625
275.87890625,1281.73828125,2270.5078125
270.99609375,1293.9453125,2255.859375
268.5546875,1306.15234375,2241.2109375
268.5546875,1318.359375,2226.5625
268.5546875,1328.125,2207.03125
261.23046875,1333.0078125,2185.05859375
251.46484375,1340.33203125,2163.0859375
236.81640625,1345.21484375,2141.11328125
224.609375,1352.5390625,2121.58203125
214.84375,1352.5390625,2106.93359375
209.9609375,1350.09765625,2092.28515625
205.078125,1350.09765625,2077.63671875
202.63671875,1350.09765625,2060.546875
197.75390625,1345.21484375,2038.57421875
192.87109375,1320.80078125,2011.71875
195.3125,1259.765625,1979.98046875
214.84375,1166.9921875,1940.91796875
239.2578125,1064.453125,1892.08984375
258.7890625,996.09375,1843.26171875
261.23046875,981.4453125,1799.31640625
246.58203125,1030.2734375,1772.4609375
217.28515625,1113.28125,1770.01953125
187.98828125,1184.08203125,1791.9921875
170.8984375,1206.0546875,1823.73046875
166.015625,1171.875,1848.14453125
170.8984375,1098.6328125,1845.703125
180.6640625,1013.18359375,1806.640625
197.75390625,935.05859375,1735.83984375
207.51953125,878.90625,1655.2734375
207.51953125,837.40234375,1582.03125
192.87109375,805.6640625,1535.64453125
163.57421875,788.57421875,1523.4375
136.71875,793.45703125,1533.203125
122.0703125,812.98828125,1545.41015625
131.8359375,842.28515625,1542.96875
161.1328125,861.81640625,1525.87890625
195.3125,856.93359375,1494.140625
222.16796875,820.3125,1462.40234375
227.05078125,754.39453125,1437.98828125
212.40234375,678.7109375,1428.22265625
183.10546875,610.3515625,1420.8984375
153.80859375,561.5234375,1408.69140625
131.8359375,539.55078125,1374.51171875
122.0703125,539.55078125,1318.359375
122.0703125,546.875,1254.8828125
129.39453125,546.875,1201.171875
144.04296875,524.90234375,1171.875
168.45703125,483.3984375,1171.875
190.4296875,429.6875,1181.640625
205.078125,363.76953125,1188.96484375
197.75390625,302.734375,1174.31640625
168.45703125,244.140625,1132.8125
129.39453125,192.87109375,1074.21875
104.98046875,146.484375,1013.18359375
104.98046875,107.421875,969.23828125
131.8359375,78.125,952.1484375
170.8984375,63.4765625,954.58984375
207.51953125,65.91796875,969.23828125
227.05078125,75.68359375,971.6796875
224.609375,87.890625,949.70703125
205.078125,85.44921875,905.76171875
178.22265625,58.59375,844.7265625
151.3671875,14.6484375,781.25
141.6015625,-39.0625,732.421875
148.92578125,-87.890625,708.0078125
168.45703125,-119.62890625,705.56640625
190.4296875,-131.8359375,717.7734375
202.63671875,-122.0703125,732.421875
197.75390625,-95.21484375,742.1875
175.78125,-73.2421875,737.3046875
146.484375,-73.2421875,717.7734375
122.0703125,-112.3046875,690.91796875
117.1875,-192.87109375,661.62109375
136.71875,-292.96875,629.8828125
178.22265625,-383.30078125,605.46875
217.28515625,-432.12890625,590.8203125
239.2578125,-427.24609375,598.14453125
234.375,-375.9765625,625
197.75390625,-307.6171875,664.0625
151.3671875,-246.58203125,698.2421875
117.1875,-214.84375,712.890625
100.09765625,-214.84375,698.2421875
97.65625,-234.375,659.1796875
107.421875,-261.23046875,605.46875
119.62890625,-273.4375,563.96484375
139.16015625,-261.23046875,544.43359375
156.25,-219.7265625,554.19921875
173.33984375,-153.80859375,590.8203125
183.10546875,-78.125,637.20703125
175.78125,-17.08984375,668.9453125
158.69140625,9.765625,676.26953125
131.8359375,-9.765625,654.296875
107.421875,-73.2421875,610.3515625
97.65625,-161.1328125,559.08203125
109.86328125,-246.58203125,517.578125
144.04296875,-305.17578125,495.60546875
170.8984375,-312.5,498.046875
183.10546875,-273.4375,520.01953125
166.015625,-207.51953125,551.7578125
131.8359375,-136.71875,576.171875
90.33203125,-92.7734375,588.37890625
65.91796875,-85.44921875,583.49609375
58.59375,-119.62890625,566.40625
70.80078125,-180.6640625,541.9921875
87.890625,-253.90625,515.13671875
112.3046875,-312.5,488.28125
131.8359375,-332.03125,478.515625
141.6015625,-302.734375,483.3984375
131.8359375,-224.609375,502.9296875
109.86328125,-126.953125,529.78515625
90.33203125,-48.828125,544.43359375
87.890625,-14.6484375,534.66796875
109.86328125,-36.62109375,495.60546875
146.484375,-92.7734375,441.89453125
175.78125,-156.25,388.18359375
183.10546875,-197.75390625,358.88671875
156.25,-202.63671875,361.328125
112.3046875,-180.6640625,393.06640625
78.125,-146.484375,437.01171875
65.91796875,-122.0703125,471.19140625
75.68359375,-117.1875,483.3984375
102.5390625,-129.39453125,463.8671875
129.39453125,-153.80859375,424.8046875
139.16015625,-173.33984375,378.41796875
134.27734375,-187.98828125,339.35546875
119.62890625,-190.4296875,319.82421875
107.421875,-185.546875,317.3828125
102.5390625,-173.33984375,329.58984375
107.421875,-151.3671875,346.6796875
114.74609375,-117.1875,356.4453125
122.0703125,-75.68359375,358.88671875
126.953125,-34.1796875,349.12109375
126.953125,-4.8828125,329.58984375
126.953125,2.44140625,310.05859375
126.953125,-7.32421875,295.41015625
129.39453125,-19.53125,290.52734375
129.39453125,-17.08984375,292.96875
124.51171875,12.20703125,295.41015625
117.1875,65.91796875,295.41015625
112.3046875,122.0703125,288.0859375
104.98046875,158.69140625,273.4375
100.09765625,158.69140625,253.90625
92.7734375,126.953125,236.81640625
90.33203125,75.68359375,222.16796875
90.33203125,29.296875,214.84375
92.7734375,7.32421875,214.84375
92.7734375,17.08984375,224.609375
90.33203125,53.7109375,244.140625
87.890625,92.7734375,268.5546875
90.33203125,117.1875,288.0859375
97.65625,112.3046875,295.41015625
107.421875,83.0078125,285.64453125
117.1875,43.9453125,258.7890625
119.62890625,17.08984375,219.7265625
114.74609375,9.765625,180.6640625
100.09765625,21.97265625,158.69140625
83.0078125,46.38671875,151.3671875
70.80078125,65.91796875,161.1328125
73.2421875,75.68359375,178.22265625
87.890625,75.68359375,197.75390625
107.421875,68.359375,212.40234375
122.0703125,63.4765625,217.28515625
119.62890625,58.59375,217.28515625
104.98046875,51.26953125,209.9609375
85.44921875,39.0625,200.1953125
78.125,21.97265625,190.4296875
80.56640625,0,183.10546875
87.890625,-19.53125,178.22265625
100.09765625,-36.62109375,175.78125
109.86328125,-46.38671875,170.8984375
114.74609375,-53.7109375,158.69140625
114.74609375,-68.359375,139.16015625
107.421875,-85.44921875,117.1875
97.65625,-104.98046875,100.09765625
85.44921875,-117.1875,100.09765625
80.56640625,-119.62890625,117.1875
85.44921875,-104.98046875,144.04296875
95.21484375,-85.44921875,170.8984375
104.98046875,-63.4765625,185.546875
109.86328125,-46.38671875,183.10546875
107.421875,-36.62109375,161.1328125
102.5390625,-39.0625,129.39453125
97.65625,-51.26953125,97.65625
97.65625,-70.80078125,73.2421875
97.65625,-87.890625,61.03515625
97.65625,-90.33203125,58.59375
100.09765625,-80.56640625,61.03515625
97.65625,-61.03515625,65.91796875
90.33203125,-36.62109375,70.80078125
90.33203125,-19.53125,75.68359375
90.33203125,-12.20703125,75.68359375
95.21484375,-17.08984375,75.68359375
97.65625,-31.73828125,70.80078125
95.21484375,-51.26953125,70.80078125
85.44921875,-63.4765625,68.359375
73.2421875,-70.80078125,68.359375
65.91796875,-65.91796875,63.4765625
65.91796875,-53.7109375,56.15234375
70.80078125,-34.1796875,46.38671875
75.68359375,-12.20703125,39.0625
78.125,2.44140625,26.85546875
75.68359375,7.32421875,19.53125
68.359375,2.44140625,17.08984375
61.03515625,-9.765625,12.20703125
48.828125,-21.97265625,9.765625
41.50390625,-26.85546875,12.20703125
39.0625,-24.4140625,17.08984375
43.9453125,-9.765625,21.97265625
56.15234375,12.20703125,29.296875
63.4765625,31.73828125,34.1796875
61.03515625,41.50390625,31.73828125
43.9453125,43.9453125,21.97265625
21.97265625,39.0625,12.20703125
0,34.1796875,-2.44140625
-12.20703125,29.296875,-12.20703125
-14.6484375,24.4140625,-12.20703125
-4.8828125,24.4140625,-4.8828125
9.765625,24.4140625,4.8828125
24.4140625,26.85546875,12.20703125
31.73828125,34.1796875,14.6484375
26.85546875,39.0625,14.6484375
12.20703125,43.9453125,9.765625
-4.8828125,46.38671875,2.44140625
-17.08984375,41.50390625,-2.44140625
-17.08984375,34.1796875,-9.765625
-12.20703125,17.08984375,-17.08984375
-2.44140625,-4.8828125,-19.53125
2.44140625,-21.97265625,-19.53125
4.8828125,-36.62109375,-19.53125
4.8828125,-41.50390625,-21.97265625
2.44140625,-34.1796875,-21.97265625
0,-19.53125,-19.53125
-2.44140625,-4.8828125,-19.53125
-7.32421875,2.44140625,-17.08984375
-12.20703125,0,-19.53125
-19.53125,-9.765625,-21.97265625
-21.97265625,-19.53125,-24.4140625
-19.53125,-19.53125,-31.73828125
-12.20703125,-17.08984375,-39.0625
-2.44140625,-4.8828125,-43.9453125
12.20703125,7.32421875,-43.9453125
17.08984375,21.97265625,-41.50390625
14.6484375,34.1796875,-39.0625
4.8828125,43.9453125,-36.62109375
-7.32421875,48.828125,-39.0625
