vert_g,front_g,left_g,force
-0.021105576078659,-0.069796031043319,-0.246506677974708,0.512439067382813
-0.021105576078659,-0.561055796668319,-0.727463709224708,0.512439067382813
-0.021105576078659,-0.561055796668319,-0.727463709224708,0.536840927734375
0.464294814546342,-0.561055796668319,-0.727463709224708,0.512439067382813
0.464294814546342,-0.561055796668319,-0.246506677974708,0.512439067382813
-0.021105576078659,-0.069796031043319,-0.727463709224708,0.512439067382813
-0.021105576078659,-0.069796031043319,-0.246506677974708,0.512439067382813
-0.021105576078659,-0.069796031043319,-0.246506677974708,0.512439067382813
-0.021105576078659,-0.069796031043319,-0.246506677974708,0.512439067382813
-0.506505966703658,-0.069796031043319,-0.246506677974708,0.512439067382813
-0.506505966703658,-0.069796031043319,-0.246506677974708,0.512439067382813
-0.021105576078659,-0.069796031043319,-0.246506677974708,0.512439067382813
-0.506505966703658,-0.069796031043319,-0.246506677974708,0.512439067382813
-0.506505966703658,-0.069796031043319,-0.246506677974708,0.512439067382813
-0.021105576078659,-0.069796031043319,0.234450353275292,0.512439067382813
-0.506505966703658,-0.069796031043319,0.234450353275292,0.512439067382813
-0.021105576078659,-0.069796031043319,-0.246506677974708,0.512439067382813
-0.506505966703658,-0.069796031043319,-0.246506677974708,0.512439067382813
-0.021105576078659,0.421463734581681,-0.246506677974708,0.536840927734375
-0.021105576078659,-0.069796031043319,-0.246506677974708,0.512439067382813
-0.021105576078659,-0.069796031043319,-0.246506677974708,0.512439067382813
-0.021105576078659,-0.069796031043319,-0.246506677974708,0.512439067382813
-0.021105576078659,-0.069796031043319,-0.246506677974708,0.512439067382813
-0.021105576078659,-0.561055796668319,-0.246506677974708,0.512439067382813
0.464294814546342,-0.069796031043319,-0.246506677974708,0.512439067382813
-0.021105576078659,-0.069796031043319,-0.246506677974708,0.536840927734375
-0.021105576078659,-0.069796031043319,0.234450353275292,0.512439067382813
0.464294814546342,-0.561055796668319,-0.246506677974708,0.512439067382813
-0.021105576078659,-0.069796031043319,-0.246506677974708,0.512439067382813
-0.021105576078659,0.421463734581681,-0.246506677974708,0.512439067382813
0.464294814546342,-0.069796031043319,-0.246506677974708,0.512439067382813
0.464294814546342,-0.069796031043319,-0.246506677974708,0.512439067382813
-0.021105576078659,-0.069796031043319,-0.727463709224708,0.512439067382813
0.464294814546342,-0.561055796668319,-0.727463709224708,0.512439067382813
0.949695205171341,-0.561055796668319,-0.727463709224708,0.512439067382813
0.464294814546342,-0.561055796668319,-0.727463709224708,0.512439067382813
-0.021105576078659,-0.561055796668319,-0.727463709224708,0.512439067382813
0.464294814546342,-1.05231556229332,-0.727463709224708,0.512439067382813
0.949695205171341,-1.05231556229332,-1.20842074047471,0.512439067382813
0.464294814546342,-1.05231556229332,-1.20842074047471,0.536840927734375
0.464294814546342,-1.05231556229332,-0.727463709224708,0.512439067382813
0.464294814546342,-1.05231556229332,-1.20842074047471,0.512439067382813
0.464294814546342,-1.05231556229332,-0.727463709224708,0.512439067382813
0.464294814546342,-0.561055796668319,-0.727463709224708,0.512439067382813
0.464294814546342,-0.561055796668319,-0.727463709224708,0.512439067382813
-0.021105576078659,-0.561055796668319,-0.727463709224708,0.536840927734375
-0.021105576078659,-1.05231556229332,-0.727463709224708,0.512439067382813
-0.021105576078659,-0.561055796668319,-0.727463709224708,0.512439067382813
-0.021105576078659,-0.069796031043319,-0.246506677974708,0.512439067382813
-0.021105576078659,-0.069796031043319,-0.727463709224708,0.512439067382813
-0.021105576078659,-0.561055796668319,-0.246506677974708,0.512439067382813
-0.021105576078659,-0.561055796668319,-0.727463709224708,0.512439067382813
-0.021105576078659,-0.561055796668319,-0.246506677974708,0.512439067382813
0.464294814546342,-0.561055796668319,-0.246506677974708,0.512439067382813
0.464294814546342,-1.05231556229332,-0.727463709224708,0.512439067382813
0.464294814546342,-0.561055796668319,-0.727463709224708,0.512439067382813
0.464294814546342,-0.561055796668319,-0.727463709224708,0.512439067382813
0.949695205171341,-0.561055796668319,-0.727463709224708,0.512439067382813
0.464294814546342,-1.05231556229332,-0.727463709224708,0.512439067382813
0.464294814546342,-0.561055796668319,-0.727463709224708,0.536840927734375
0.464294814546342,-0.561055796668319,-0.727463709224708,0.512439067382813
0.949695205171341,-0.561055796668319,-0.727463709224708,0.536840927734375
0.464294814546342,-0.561055796668319,-0.727463709224708,0.536840927734375
0.464294814546342,-0.561055796668319,-0.246506677974708,0.512439067382813
0.464294814546342,-0.561055796668319,-0.727463709224708,0.536840927734375
0.464294814546342,-0.561055796668319,-0.727463709224708,0.536840927734375
0.464294814546342,-0.561055796668319,-0.727463709224708,0.512439067382813
0.949695205171341,-0.561055796668319,-0.727463709224708,0.512439067382813
0.949695205171341,-0.561055796668319,-0.727463709224708,0.512439067382813
0.464294814546342,-0.561055796668319,-0.727463709224708,0.512439067382813
